Frame,TopLeftCornerX,TopLeftCornerY,suc,Length,Height
2584,571.5,381.5,1,38,28
2585,658.5,95.5,1,29,21
2586,88.5,187.5,1,124,29
2586,158.5,179.5,0,60,24
2587,288.5,140.5,1,35,26
2587,531.5,249.5,0,80,26
2587,552.5,181.5,0,26,26
2587,678.5,204.5,0,41,31
2589,142.5,253.5,1,64,49
2589,398.5,423.5,0,242,57
2589,416.5,352.5,0,68,21
2590,0.5,263.5,0,51,133
2590,0.5,393.5,1,52,87
2590,13.5,331.5,0,197,142
2590,25.5,160.5,1,130,160
2590,156.5,197.5,1,60,26
2590,438.5,86.5,1,58,35
2590,531.5,111.5,1,78,39
2590,591.5,62.5,0,110,75
2590,660.5,16.5,0,60,67
2591,260.5,233.5,1,48,52
2591,518.5,251.5,0,123,42
2591,518.5,294.5,0,69,47
2591,692.5,311.5,0,28,90
2591,698.5,252.5,1,22,66
2592,93.5,233.5,0,57,26
2595,229.5,247.5,0,26,29
2596,0.5,238.5,1,414,242
2597,39.5,176.5,0,42,36
2600,283.5,166.5,0,31,31
2600,329.5,194.5,1,36,31
2600,488.5,201.5,0,29,26
2600,541.5,217.5,1,29,23
2601,24.5,259.5,0,208,93
2601,40.5,91.5,0,70,35
2601,111.5,128.5,1,87,77
2601,272.5,272.5,0,150,82
2601,632.5,232.5,0,26,26
2601,637.5,289.5,0,33,40
2601,670.5,255.5,0,50,75
2601,695.5,240.5,1,25,39
2602,85.5,223.5,1,57,41
2603,160.5,105.5,1,100,54
2603,209.5,39.5,1,34,40
2604,627.5,386.5,0,93,43
2605,643.5,448.5,0,77,32
2608,130.5,96.5,0,34,24
2608,339.5,90.5,1,34,21
2608,425.5,87.5,0,44,25
2608,579.5,183.5,1,77,56
2610,45.5,277.5,0,34,24
2610,143.5,232.5,1,47,25
2610,299.5,168.5,0,39,25
2610,504.5,136.5,1,155,102
2611,670.5,87.5,0,22,21
2611,689.5,86.5,1,31,33
2613,254.5,156.5,0,34,22
2614,149.5,84.5,1,44,25
2616,0.5,400.5,0,25,40
2616,26.5,411.5,1,48,25
2616,111.5,409.5,1,52,24
2616,151.5,383.5,1,87,70
2616,202.5,351.5,1,109,103
2616,293.5,358.5,1,85,61
2616,526.5,252.5,0,68,59
2618,214.5,125.5,1,161,58
2619,188.5,235.5,0,36,24
2620,527.5,115.5,0,26,23
2624,187.5,102.5,0,92,75
2624,355.5,143.5,1,83,67
2624,423.5,225.5,0,138,65
2624,439.5,151.5,0,30,27
2624,478.5,174.5,0,30,23
2624,503.5,176.5,1,54,44
2624,653.5,298.5,0,61,31
2624,664.5,247.5,1,46,24
2627,552.5,188.5,1,34,34
2630,342.5,63.5,1,112,44
2630,415.5,97.5,1,163,105
2630,545.5,169.5,0,45,38
2633,0.5,295.5,0,100,86
2633,152.5,292.5,1,41,29
2633,197.5,283.5,0,44,30
2633,209.5,304.5,0,68,44
2633,334.5,278.5,0,64,24
2633,341.5,226.5,1,23,32
2633,473.5,246.5,0,137,57
2634,696.5,269.5,0,24,31
2635,0.5,50.5,1,25,23
2635,0.5,101.5,0,31,25
2635,442.5,104.5,0,55,36
2635,582.5,203.5,1,86,35
2635,686.5,170.5,0,25,23
2637,485.5,133.5,1,131,32
2639,280.5,0.5,0,110,45
2639,663.5,19.5,0,57,26
2640,96.5,37.5,1,89,77
2640,173.5,118.5,0,61,28
2640,209.5,76.5,0,49,33
2640,431.5,194.5,0,51,43
2640,470.5,105.5,0,240,307
2643,123.5,135.5,1,58,27
2643,255.5,87.5,1,72,27
2645,42.5,118.5,1,83,55
2645,130.5,133.5,1,31,21
2647,18.5,185.5,0,43,27
2647,73.5,134.5,0,34,32
2647,146.5,126.5,0,63,30
2648,150.5,167.5,1,78,24
2649,0.5,257.5,0,168,176
2649,28.5,82.5,1,60,32
2649,31.5,57.5,0,30,29
2649,59.5,101.5,1,104,53
2649,113.5,20.5,0,63,65
2649,243.5,0.5,1,72,49
2651,0.5,304.5,0,37,57
2651,86.5,247.5,1,67,51
2651,310.5,188.5,0,40,34
2651,386.5,152.5,1,29,31
2651,523.5,160.5,0,130,49
2651,692.5,100.5,1,28,32
2653,239.5,111.5,1,53,49
2653,286.5,102.5,1,69,37
2653,357.5,100.5,1,22,22
2653,487.5,221.5,1,151,85
2654,384.5,211.5,0,60,21
2657,572.5,0.5,1,81,50
2658,389.5,219.5,0,59,48
2658,545.5,242.5,0,93,28
2658,696.5,203.5,0,24,30
2659,0.5,144.5,1,28,29
2659,26.5,158.5,0,31,21
2659,57.5,150.5,0,71,43
2659,72.5,230.5,0,103,44
2659,142.5,193.5,1,70,23
2659,361.5,238.5,0,57,29
2659,453.5,241.5,1,68,58
2659,612.5,333.5,1,62,23
2659,627.5,299.5,1,21,22
2659,660.5,307.5,1,40,28
2660,129.5,156.5,0,28,21
2664,0.5,331.5,0,31,53
2664,13.5,231.5,1,149,128
2664,121.5,296.5,0,96,54
2664,255.5,165.5,0,164,127
2664,259.5,209.5,0,55,34
2664,420.5,196.5,1,134,47
2664,672.5,149.5,0,48,72
2665,13.5,126.5,0,28,29
2665,14.5,158.5,1,46,28
2665,40.5,151.5,0,173,138
2665,42.5,130.5,0,49,24
2665,279.5,133.5,1,75,73
2665,363.5,264.5,0,146,30
2665,401.5,150.5,1,136,97
2665,685.5,196.5,0,35,84
2666,49.5,199.5,0,33,47
2666,96.5,222.5,1,61,28
2666,206.5,145.5,0,51,33
